2011,01,14,1000000.0
2011,01,18,988300.0
2011,01,19,985600.0
2011,01,20,986040.0
2011,01,21,984880.0
2011,01,24,1000920.0
2011,01,25,1007960.0
2011,01,26,1006400.0
2011,01,27,1006520.0
2011,01,28,999280.0
2011,01,31,1010120.0
2011,02,01,1026880.0
2011,02,02,1026840.0
2011,02,03,1025870.0
2011,02,04,1028540.0
2011,02,07,1032530.0
2011,02,08,1045940.0
2011,02,09,1040260.0
2011,02,10,1035520.0
2011,02,11,1044100.0
2011,02,14,1045310.0
2011,02,15,1039830.0
2011,02,16,1042060.0
2011,02,17,1046380.0
2011,02,18,1053560.0
2011,02,22,1022410.0
2011,02,23,1016600.0
2011,02,24,1016420.0
2011,02,25,1023520.0
2011,02,28,1025320.0
2011,03,01,1005240.0
2011,03,02,1005990.0
2011,03,03,1011822.0
2011,03,04,1008924.0
2011,03,07,1005594.0
2011,03,08,1009716.0
2011,03,09,1015998.0
2011,03,10,1009266.0
2011,03,11,1009986.0
2011,03,14,1008150.0
2011,03,15,1003992.0
2011,03,16,993426.0
2011,03,17,995496.0
2011,03,18,998502.0
2011,03,21,1001634.0
2011,03,22,1002210.0
2011,03,23,1004892.0
2011,03,24,1005792.0
2011,03,25,1009536.0
2011,03,28,1008114.0
2011,03,29,1010778.0
2011,03,30,1012038.0
2011,03,31,1011102.0
2011,04,01,1013208.0
2011,04,04,1013172.0
2011,04,05,1012722.0
2011,04,06,1012812.0
2011,04,07,1013406.0
2011,04,08,1012830.0
2011,04,11,1012650.0
2011,04,12,1011426.0
2011,04,13,1012650.0
2011,04,14,1014432.0
2011,04,15,1016610.0
2011,04,18,1016142.0
2011,04,19,1015188.0
2011,04,20,1014054.0
2011,04,21,1020246.0
2011,04,25,1019184.0
2011,04,26,1020624.0
2011,04,27,1023918.0
2011,04,28,1024638.0
2011,04,29,1024278.0
2011,05,02,1027032.0
2011,05,03,1028310.0
2011,05,04,1024350.0
2011,05,05,1020570.0
2011,05,06,1022640.0
2011,05,09,1023018.0
2011,05,10,1025268.0
2011,05,11,1023720.0
2011,05,12,1028544.0
2011,05,13,1024458.0
2011,05,16,1022586.0
2011,05,17,1025484.0
2011,05,18,1025376.0
2011,05,19,1025646.0
2011,05,20,1024890.0
2011,05,23,1021542.0
2011,05,24,1020651.0
2011,05,25,1019892.0
2011,05,26,1018044.0
2011,05,27,1019067.0
2011,05,31,1023687.0
2011,06,01,1016031.0
2011,06,02,1014513.0
2011,06,03,1014513.0
2011,06,06,1014513.0
2011,06,07,1014513.0
2011,06,08,1014513.0
2011,06,09,1014513.0
2011,06,10,1014513.0
2011,06,13,1015341.0
2011,06,14,1022325.0
2011,06,15,1015521.0
2011,06,16,1013625.0
2011,06,17,1007769.0
2011,06,20,1001865.0
2011,06,21,1013793.0
2011,06,22,1010577.0
2011,06,23,1020873.0
2011,06,24,1015041.0
2011,06,27,1021845.0
2011,06,28,1025697.0
2011,06,29,1024233.0
2011,06,30,1026177.0
2011,07,01,1035249.0
2011,07,05,1042629.0
2011,07,06,1045413.0
2011,07,07,1051905.0
2011,07,08,1054905.0
2011,07,11,1048089.0
2011,07,12,1047789.0
2011,07,13,1052889.0
2011,07,14,1052589.0
2011,07,15,1061133.0
2011,07,18,1071741.0
2011,07,19,1075389.0
2011,07,20,1087401.0
2011,07,21,1087857.0
2011,07,22,1095045.0
2011,07,25,1101261.0
2011,07,26,1107129.0
2011,07,27,1094193.0
2011,07,28,1093269.0
2011,07,29,1091673.0
2011,08,01,1099161.0
